Name,Category,Latitude,Longitude,Area,Distance to center
Bratje,Fast Food Restaurant,46.04196659123245,14.476780991059568,32,2499.840604439651
Pizzeria Mario,Pizza Place,46.039763,14.472098999999998,32,2932.449044784226
Santana Bar,Café,46.03898031156496,14.476588267214328,32,2669.1234471891016
Bar Bonifacija,Café,46.03967666625977,14.47311782836914,32,2866.255149302292
Okrepcevalnica Terra,Café,46.04200203952124,14.477082081197642,32,2477.042590545494
Blue Bar,Bar,46.037409368732845,14.478725066885874,32,2628.520713032221
Pizzeria Oljka,Pizza Place,46.039842,14.472307999999998,32,2914.056176114162
Čajnica Sir Winston,Tea Room,46.038954965107386,14.476541649909327,32,2673.669385631466
Neo Cafe,Café,46.03891649411148,14.476754097516755,32,2661.843066095981
Žito d.o.o.,Bakery,46.041377000000004,14.474925,32,2657.743034876874
Njam.si Cupcakes,Cupcake Shop,46.04200583153501,14.472341537475586,32,2813.779277918319
Street cafe,Café,46.0390462506432,14.468751024644876,32,3200.441880461238
DERADA,Restaurant,46.036122521838934,14.475829074773968,32,2893.927296420538
Nan King,Chinese Restaurant,46.03610734699691,14.478119200552511,32,2753.439191312525
istambul tatlises dyner,Burrito Place,46.03626690525646,14.469368733178468,32,3303.557736479997
Porsche Bar,Café,46.04018774114872,14.472724835903206,32,2868.213276517255
Harfa,Restaurant,46.03369590005804,14.482504260156658,33,2685.204179656526
Trappa,Pizza Place,46.034206,14.483395000000002,33,2596.76960634168
Separe,Restaurant,46.03561213587841,14.48296017085534,33,2507.8485805192445
Hombre,Mexican Restaurant,46.03956408490708,14.487030670230114,33,1977.5013380454611
Bulldog bar,Bar,46.034118524225114,14.483677108268132,33,2589.253058127585
Arkadaš Kebab House,Food Truck,46.03475176734762,14.482598304748535,33,2595.265352549318
Okrepčevalnica Pri Škofu,Restaurant,46.03731466,14.49210506,33,1904.3317309857625
Restavracija B2,Diner,46.03426698826521,14.483565883074613,33,2582.8326197953093
Mafija,Coffee Shop,46.042248,14.490469000000001,33,1580.9503661123485
Pizzeria Barjan,Pizza Place,46.036373792894885,14.48932001009952,33,2116.2302576018938
Kavarna Karamela,Coffee Shop,46.036224,14.489341,33,2128.412655557886
Okrepčevalnica Deki,Fast Food Restaurant,46.03639483451843,14.489838,33,2090.001082456439
Dinamite Caffee,Café,46.03625426773634,14.489708187075411,33,2108.5270202170213
Trapez+B2-Za konec sveta,Gastropub,46.03715896606445,14.487956047058105,33,2116.5213459975607
TPC Murgle,Shopping Mall,46.03619341455961,14.489254744299519,33,2135.17897283332
Pizzerija In Okrepcevalnica KONDOR,Restaurant,46.03625535964832,14.48909666,33,2137.2406475190533
Sanghai,Chinese Restaurant,46.036646209567955,14.489108088796256,33,2102.6197363894667
Speedy Gonzales,Café,46.036289000000004,14.489641,33,2108.581317946
IJS menza,Restaurant,46.04217708416732,14.489115638802435,33,1667.2949874610395
Kavarna Largo,Café,46.03811282112701,14.499389130841491,34,1566.264951874047
